"Alter1_ID","Alter2_ID","Weight","Ego_ID"
"JAIME","RICKARD_STARK",2,"NED"
"ARYA","ROBB",15,"NED"
"BALON","ROBB",10,"NED"
"BENJEN","ROBB",5,"NED"
"BRAN","ROBB",59,"NED"
"CATELYN","ROBB",224,"NED"
"CERSEI","ROBB",12,"NED"
"GREATJON_UMBER","ROBB",31,"NED"
"HOUND","ROBB",4,"NED"
"JAIME","ROBB",44,"NED"
"JOFFREY","ROBB",27,"NED"
"JON","ROBB",25,"NED"
"LITTLEFINGER","ROBB",3,"NED"
"LORAS","ROBB",2,"NED"
"MAESTER_LUWIN","ROBB",17,"NED"
"MOUNTAIN","ROBB",3,"NED"
"RENLY","ROBB",11,"NED"
"RICKARD_KARSTARK","ROBB",52,"NED"
"AERYS","ROBERT",12,"NED"
"ARYA","ROBERT",10,"NED"
"BARRISTAN","ROBERT",27,"NED"
"BENJEN","ROBERT",2,"NED"
"BERIC","ROBERT",2,"NED"
"BRAN","ROBERT",7,"NED"
"CATELYN","ROBERT",15,"NED"
"CERSEI","ROBERT",86,"NED"
"DAENERYS","ROBERT",7,"NED"
"GENDRY","ROBERT",3,"NED"
"HOUND","ROBERT",6,"NED"
"JAIME","ROBERT",23,"NED"
"JEOR","ROBERT",3,"NED"
"JOFFREY","ROBERT",33,"NED"
"JON","ROBERT",3,"NED"
"JON_ARRYN","ROBERT",9,"NED"
"JORAH","ROBERT",5,"NED"
"JORY_CASSEL","ROBERT",4,"NED"
"LANCEL","ROBERT",15,"NED"
"LITTLEFINGER","ROBERT",14,"NED"
"LORAS","ROBERT",3,"NED"
"LYANNA","ROBERT",3,"NED"
"MAESTER_LUWIN","ROBERT",2,"NED"
"MOUNTAIN","ROBERT",4,"NED"
"PYCELLE","ROBERT",14,"NED"
"RENLY","ROBERT",35,"NED"
"ROBB","ROBERT",5,"NED"
"BRAN","RODRIK",23,"NED"
"CATELYN","RODRIK",28,"NED"
"GREATJON_UMBER","RODRIK",7,"NED"
"JON","RODRIK",2,"NED"
"MAESTER_LUWIN","RODRIK",7,"NED"
"ROBB","RODRIK",16,"NED"
"ARYA","ROOSE_BOLTON",2,"NED"
"BALON","ROOSE_BOLTON",2,"NED"
"CATELYN","ROOSE_BOLTON",17,"NED"
"HOUND","ROOSE_BOLTON",2,"NED"
"JAIME","ROOSE_BOLTON",29,"NED"
"RICKARD_KARSTARK","ROOSE_BOLTON",6,"NED"
"ROBB","ROOSE_BOLTON",51,"NED"
"AERYS","SANSA",2,"NED"
"ARYA","SANSA",61,"NED"
"BAELOR","SANSA",2,"NED"
"BRAN","SANSA",2,"NED"
"CATELYN","SANSA",20,"NED"
"CERSEI","SANSA",116,"NED"
"DAENERYS","SANSA",2,"NED"
"HOUND","SANSA",59,"NED"
"HUGH_OF_THE_VALE","SANSA",2,"NED"
"ILYN_PAYNE","SANSA",8,"NED"
"JAIME","SANSA",2,"NED"
"JOFFREY","SANSA",147,"NED"
"LANCEL","SANSA",4,"NED"
"LITTLEFINGER","SANSA",67,"NED"
"LORAS","SANSA",35,"NED"
"MAESTER_LUWIN","SANSA",2,"NED"
"MERYN_TRANT","SANSA",20,"NED"
"MOUNTAIN","SANSA",4,"NED"
"MYCAH","SANSA",4,"NED"
"PYCELLE","SANSA",15,"NED"
"RENLY","SANSA",7,"NED"
"ROBB","SANSA",19,"NED"
"ROBERT","SANSA",17,"NED"
"AERYS","SEPTA_MORDANE",2,"NED"
"ARYA","SEPTA_MORDANE",11,"NED"
"JOFFREY","SEPTA_MORDANE",5,"NED"
"LITTLEFINGER","SEPTA_MORDANE",4,"NED"
"SANSA","SEPTA_MORDANE",64,"NED"
"CATELYN","STANNIS",13,"NED"
"CERSEI","STANNIS",9,"NED"
"GENDRY","STANNIS",9,"NED"
"GREATJON_UMBER","STANNIS",2,"NED"
"HOUND","STANNIS",2,"NED"
"JAIME","STANNIS",6,"NED"
"JOFFREY","STANNIS",11,"NED"
"LANCEL","STANNIS",3,"NED"
"LITTLEFINGER","STANNIS",11,"NED"
"LORAS","STANNIS",5,"NED"
"RENLY","STANNIS",54,"NED"
"ROBB","STANNIS",11,"NED"
"ROBERT","STANNIS",14,"NED"
"SANSA","STANNIS",2,"NED"
"ARYA","SYRIO_FOREL",46,"NED"
"MERYN_TRANT","SYRIO_FOREL",11,"NED"
"BALON","THEON",74,"NED"
"BRAN","THEON",75,"NED"
"CATELYN","THEON",16,"NED"
"GREATJON_UMBER","THEON",11,"NED"
"JAIME","THEON",4,"NED"
"JON","THEON",7,"NED"
"JORY_CASSEL","THEON",2,"NED"
"MAESTER_LUWIN","THEON",61,"NED"
"RICKARD_KARSTARK","THEON",4,"NED"
"ROBB","THEON",87,"NED"
"ROBERT","THEON",2,"NED"
"RODRIK","THEON",31,"NED"
"ROOSE_BOLTON","THEON",3,"NED"
"GENDRY","TOBHO_MOTT",5,"NED"
"RENLY","TOMARD",2,"NED"
"STANNIS","TOMARD",2,"NED"
"ARYA","TYRION",4,"NED"
"BALON","TYRION",2,"NED"
"BENJEN","TYRION",17,"NED"
"BRAN","TYRION",15,"NED"
"CATELYN","TYRION",49,"NED"
"CERSEI","TYRION",290,"NED"
"HOUND","TYRION",39,"NED"
"JAIME","TYRION",50,"NED"
"JANOS","TYRION",39,"NED"
"JEOR","TYRION",17,"NED"
"JOFFREY","TYRION",121,"NED"
"JON","TYRION",45,"NED"
"LANCEL","TYRION",37,"NED"
"LITTLEFINGER","TYRION",67,"NED"
"LORAS","TYRION",48,"NED"
"MAESTER_LUWIN","TYRION",7,"NED"
"MERYN_TRANT","TYRION",23,"NED"
"PYCELLE","TYRION",58,"NED"
"PYP","TYRION",6,"NED"
"ROBB","TYRION",19,"NED"
"ROBERT","TYRION",10,"NED"
"RODRIK","TYRION",9,"NED"
"SANSA","TYRION",110,"NED"
"STANNIS","TYRION",20,"NED"
"THEON","TYRION",21,"NED"
"AERYS","TYWIN",2,"NED"
"ARYA","TYWIN",103,"NED"
"CATELYN","TYWIN",6,"NED"
"CERSEI","TYWIN",75,"NED"
"GENDRY","TYWIN",6,"NED"
"GREATJON_UMBER","TYWIN",3,"NED"
"JAIME","TYWIN",53,"NED"
"JOFFREY","TYWIN",61,"NED"
"LITTLEFINGER","TYWIN",36,"NED"
"LORAS","TYWIN",12,"NED"
"MOUNTAIN","TYWIN",14,"NED"
"PYCELLE","TYWIN",12,"NED"
"RENLY","TYWIN",2,"NED"
"ROBB","TYWIN",22,"NED"
"ROBERT","TYWIN",10,"NED"
"RODRIK","TYWIN",2,"NED"
"ROOSE_BOLTON","TYWIN",9,"NED"
"SANSA","TYWIN",14,"NED"
"STANNIS","TYWIN",6,"NED"
"TYRION","TYWIN",187,"NED"
"ARYA","VARYS",7,"NED"
"BARRISTAN","VARYS",6,"NED"
"CATELYN","VARYS",11,"NED"
"CERSEI","VARYS",29,"NED"
"DAENERYS","VARYS",4,"NED"
"GENDRY","VARYS",2,"NED"
"ILYN_PAYNE","VARYS",2,"NED"
"JANOS","VARYS",8,"NED"
"JOFFREY","VARYS",26,"NED"
"JON_ARRYN","VARYS",2,"NED"
"JORAH","VARYS",2,"NED"
"LITTLEFINGER","VARYS",98,"NED"
"PYCELLE","VARYS",27,"NED"
"RENLY","VARYS",9,"NED"
"ROBB","VARYS",4,"NED"
"ROBERT","VARYS",11,"NED"
"SANSA","VARYS",15,"NED"
"STANNIS","VARYS",4,"NED"
"THEON","VARYS",3,"NED"
"TYRION","VARYS",129,"NED"
"TYWIN","VARYS",15,"NED"
"BRAN","WILL",3,"NED"
"JOFFREY","WILL",2,"NED"
"JON","WILL",3,"NED"
"THEON","WILL",2,"NED"
"ARYA","YOREN",38,"NED"
"BAELOR","YOREN",4,"NED"
"BENJEN","YOREN",5,"NED"
"CATELYN","YOREN",3,"NED"
"CERSEI","YOREN",2,"NED"
"GENDRY","YOREN",9,"NED"
"HOUND","YOREN",2,"NED"
"ILYN_PAYNE","YOREN",4,"NED"
"JOFFREY","YOREN",3,"NED"
"LITTLEFINGER","YOREN",2,"NED"
"PYCELLE","YOREN",2,"NED"
"SANSA","YOREN",4,"NED"
"TYRION","YOREN",22,"NED"
"VARYS","YOREN",3,"NED"
"BALON","YARA",26,"NED"
"ROBB","YARA",4,"NED"
"THEON","YARA",94,"NED"
"BRAN","JOJEN",65,"NED"
"BRANDON_STARK","JOJEN",3,"NED"
"JON","JOJEN",5,"NED"
"ARYA","THOROS",63,"NED"
"BERIC","THOROS",28,"NED"
"GENDRY","THOROS",20,"NED"
"HOUND","THOROS",17,"NED"
"MOUNTAIN","THOROS",2,"NED"
"ROBERT","THOROS",3,"NED"
"BRAN","HODOR",78,"OSHA"
"BRAN","JON",27,"OSHA"
"HODOR","JON",2,"OSHA"
"BRAN","MAESTER_LUWIN",84,"OSHA"
"HODOR","MAESTER_LUWIN",9,"OSHA"
"BRAN","RICKON",72,"OSHA"
"HODOR","RICKON",25,"OSHA"
"JON","RICKON",2,"OSHA"
"MAESTER_LUWIN","RICKON",4,"OSHA"
"BRAN","ROBB",59,"OSHA"
"HODOR","ROBB",3,"OSHA"
"JON","ROBB",25,"OSHA"
"MAESTER_LUWIN","ROBB",17,"OSHA"
"RICKON","ROBB",5,"OSHA"
"BRAN","THEON",75,"OSHA"
"HODOR","THEON",8,"OSHA"
"JON","THEON",7,"OSHA"
"MAESTER_LUWIN","THEON",61,"OSHA"
"RICKON","THEON",8,"OSHA"
"ROBB","THEON",87,"OSHA"
"MAESTER_LUWIN","BLACK_LORREN",2,"OSHA"
"THEON","BLACK_LORREN",21,"OSHA"
"BRAN","DAGMER",6,"OSHA"
"HODOR","DAGMER",2,"OSHA"
"MAESTER_LUWIN","DAGMER",5,"OSHA"
"RICKON","DAGMER",4,"OSHA"
"THEON","DAGMER",48,"OSHA"
"BLACK_LORREN","DAGMER",7,"OSHA"
"BRAN","YGRITTE",2,"OSHA"
"HODOR","YGRITTE",2,"OSHA"
"JON","YGRITTE",269,"OSHA"
"RICKON","YGRITTE",2,"OSHA"
"BRAN","JOJEN",65,"OSHA"
"HODOR","JOJEN",23,"OSHA"
"JON","JOJEN",5,"OSHA"
"RICKON","JOJEN",9,"OSHA"
"YGRITTE","JOJEN",2,"OSHA"
"BRAN","MEERA",29,"OSHA"
"HODOR","MEERA",14,"OSHA"
"JON","MEERA",2,"OSHA"
"RICKON","MEERA",13,"OSHA"
"YGRITTE","MEERA",2,"OSHA"
"JOJEN","MEERA",24,"OSHA"
"BRAN","ORELL",4,"OSHA"
"HODOR","ORELL",3,"OSHA"
"JON","ORELL",37,"OSHA"
"RICKON","ORELL",3,"OSHA"
"YGRITTE","ORELL",32,"OSHA"
"JOJEN","ORELL",3,"OSHA"
"MEERA","ORELL",3,"OSHA"
"BRAN","TORMUND",2,"OSHA"
"HODOR","TORMUND",2,"OSHA"
"JON","TORMUND",34,"OSHA"
"RICKON","TORMUND",2,"OSHA"
"YGRITTE","TORMUND",29,"OSHA"
"JOJEN","TORMUND",2,"OSHA"
"MEERA","TORMUND",2,"OSHA"
"ORELL","TORMUND",30,"OSHA"
"ARYA","BAELOR",5,"PYCELLE"
"AERYS","BARRISTAN",5,"PYCELLE"
"ARYA","CERSEI",20,"PYCELLE"
"BAELOR","CERSEI",2,"PYCELLE"
"BARRISTAN","CERSEI",13,"PYCELLE"
"BRONN","CERSEI",5,"PYCELLE"
"AERYS","JAIME",9,"PYCELLE"
"ARYA","JAIME",3,"PYCELLE"
"BARRISTAN","JAIME",4,"PYCELLE"
"CERSEI","JAIME",69,"PYCELLE"
"BRONN","JANOS",3,"PYCELLE"
"CERSEI","JANOS",11,"PYCELLE"
"AERYS","JOFFREY",2,"PYCELLE"
"ARYA","JOFFREY",33,"PYCELLE"
"BAELOR","JOFFREY",2,"PYCELLE"
"BARRISTAN","JOFFREY",5,"PYCELLE"
"BRONN","JOFFREY",13,"PYCELLE"
"CERSEI","JOFFREY",158,"PYCELLE"
"JAIME","JOFFREY",13,"PYCELLE"
"JANOS","JOFFREY",4,"PYCELLE"
"CERSEI","JON_ARRYN",3,"PYCELLE"
"JAIME","JON_ARRYN",2,"PYCELLE"
"ARYA","LITTLEFINGER",13,"PYCELLE"
"BARRISTAN","LITTLEFINGER",4,"PYCELLE"
"CERSEI","LITTLEFINGER",51,"PYCELLE"
"JAIME","LITTLEFINGER",7,"PYCELLE"
"JANOS","LITTLEFINGER",6,"PYCELLE"
"JOFFREY","LITTLEFINGER",19,"PYCELLE"
"JON_ARRYN","LITTLEFINGER",5,"PYCELLE"
"BRONN","LORAS",2,"PYCELLE"
"CERSEI","LORAS",20,"PYCELLE"
"JAIME","LORAS",2,"PYCELLE"
"JOFFREY","LORAS",16,"PYCELLE"
"LITTLEFINGER","LORAS",17,"PYCELLE"
"AERYS","NED",10,"PYCELLE"
"ARYA","NED",94,"PYCELLE"
"BAELOR","NED",8,"PYCELLE"
"BARRISTAN","NED",25,"PYCELLE"
"CERSEI","NED",92,"PYCELLE"
"JAIME","NED",60,"PYCELLE"
"JANOS","NED",13,"PYCELLE"
"JOFFREY","NED",47,"PYCELLE"
"JON_ARRYN","NED",15,"PYCELLE"
"LITTLEFINGER","NED",107,"PYCELLE"
"LORAS","NED",4,"PYCELLE"
"AERYS","RENLY",2,"PYCELLE"
"BARRISTAN","RENLY",3,"PYCELLE"
"CERSEI","RENLY",3,"PYCELLE"
"JAIME","RENLY",6,"PYCELLE"
"JANOS","RENLY",3,"PYCELLE"
"JOFFREY","RENLY",8,"PYCELLE"
"LITTLEFINGER","RENLY",37,"PYCELLE"
"LORAS","RENLY",73,"PYCELLE"
"NED","RENLY",30,"PYCELLE"
"AERYS","ROBERT",12,"PYCELLE"
"ARYA","ROBERT",10,"PYCELLE"
"BARRISTAN","ROBERT",27,"PYCELLE"
"CERSEI","ROBERT",86,"PYCELLE"
"JAIME","ROBERT",23,"PYCELLE"
"JOFFREY","ROBERT",33,"PYCELLE"
"JON_ARRYN","ROBERT",9,"PYCELLE"
"LITTLEFINGER","ROBERT",14,"PYCELLE"
"LORAS","ROBERT",3,"PYCELLE"
"NED","ROBERT",199,"PYCELLE"
"RENLY","ROBERT",35,"PYCELLE"
"AERYS","SANSA",2,"PYCELLE"
"ARYA","SANSA",61,"PYCELLE"
"BAELOR","SANSA",2,"PYCELLE"
"BRONN","SANSA",7,"PYCELLE"
"CERSEI","SANSA",116,"PYCELLE"
"JAIME","SANSA",2,"PYCELLE"
"JOFFREY","SANSA",147,"PYCELLE"
"LITTLEFINGER","SANSA",67,"PYCELLE"
"LORAS","SANSA",35,"PYCELLE"
"NED","SANSA",57,"PYCELLE"
"RENLY","SANSA",7,"PYCELLE"
"ROBERT","SANSA",17,"PYCELLE"
"ARYA","TYRION",4,"PYCELLE"
"BRONN","TYRION",244,"PYCELLE"
"CERSEI","TYRION",290,"PYCELLE"
"JAIME","TYRION",50,"PYCELLE"
"JANOS","TYRION",39,"PYCELLE"
"JOFFREY","TYRION",121,"PYCELLE"
"LITTLEFINGER","TYRION",67,"PYCELLE"
"LORAS","TYRION",48,"PYCELLE"
"NED","TYRION",23,"PYCELLE"
"ROBERT","TYRION",10,"PYCELLE"
"SANSA","TYRION",110,"PYCELLE"
"AERYS","TYWIN",2,"PYCELLE"
"ARYA","TYWIN",103,"PYCELLE"
"BRONN","TYWIN",10,"PYCELLE"
"CERSEI","TYWIN",75,"PYCELLE"
"JAIME","TYWIN",53,"PYCELLE"
"JOFFREY","TYWIN",61,"PYCELLE"
"LITTLEFINGER","TYWIN",36,"PYCELLE"
"LORAS","TYWIN",12,"PYCELLE"
"NED","TYWIN",13,"PYCELLE"
"RENLY","TYWIN",2,"PYCELLE"
"ROBERT","TYWIN",10,"PYCELLE"
"SANSA","TYWIN",14,"PYCELLE"
"TYRION","TYWIN",187,"PYCELLE"
"ARYA","VARYS",7,"PYCELLE"
"BARRISTAN","VARYS",6,"PYCELLE"
"BRONN","VARYS",11,"PYCELLE"
"CERSEI","VARYS",29,"PYCELLE"
"JANOS","VARYS",8,"PYCELLE"
"JOFFREY","VARYS",26,"PYCELLE"
"JON_ARRYN","VARYS",2,"PYCELLE"
"LITTLEFINGER","VARYS",98,"PYCELLE"
"NED","VARYS",102,"PYCELLE"
"RENLY","VARYS",9,"PYCELLE"
"ROBERT","VARYS",11,"PYCELLE"
"SANSA","VARYS",15,"PYCELLE"
"TYRION","VARYS",129,"PYCELLE"
"TYWIN","VARYS",15,"PYCELLE"
"ARYA","YOREN",38,"PYCELLE"
"BAELOR","YOREN",4,"PYCELLE"
"CERSEI","YOREN",2,"PYCELLE"
"JOFFREY","YOREN",3,"PYCELLE"
"LITTLEFINGER","YOREN",2,"PYCELLE"
"NED","YOREN",15,"PYCELLE"
"SANSA","YOREN",4,"PYCELLE"
"TYRION","YOREN",22,"PYCELLE"
"VARYS","YOREN",3,"PYCELLE"
"BRONN","MARGAERY",2,"PYCELLE"
"CERSEI","MARGAERY",33,"PYCELLE"
"JOFFREY","MARGAERY",68,"PYCELLE"
"LITTLEFINGER","MARGAERY",28,"PYCELLE"
"LORAS","MARGAERY",44,"PYCELLE"
"RENLY","MARGAERY",39,"PYCELLE"
"SANSA","MARGAERY",63,"PYCELLE"
"TYRION","MARGAERY",5,"PYCELLE"
"TYWIN","MARGAERY",6,"PYCELLE"
"BRONN","PODRICK",23,"PYCELLE"
"CERSEI","PODRICK",6,"PYCELLE"
"JANOS","PODRICK",3,"PYCELLE"
"JOFFREY","PODRICK",5,"PYCELLE"
"LITTLEFINGER","PODRICK",2,"PYCELLE"
"SANSA","PODRICK",2,"PYCELLE"
"TYRION","PODRICK",73,"PYCELLE"
"VARYS","PODRICK",10,"PYCELLE"
"BRONN","TIMETT",4,"PYCELLE"
"TYRION","TIMETT",3,"PYCELLE"
"BRONN","OLENNA",2,"PYCELLE"
"CERSEI","OLENNA",24,"PYCELLE"
"JOFFREY","OLENNA",8,"PYCELLE"
"LORAS","OLENNA",10,"PYCELLE"
"RENLY","OLENNA",2,"PYCELLE"
"ROBERT","OLENNA",3,"PYCELLE"
"SANSA","OLENNA",30,"PYCELLE"
"TYRION","OLENNA",31,"PYCELLE"
"TYWIN","OLENNA",35,"PYCELLE"
"VARYS","OLENNA",38,"PYCELLE"
"MARGAERY","OLENNA",21,"PYCELLE"
"PODRICK","OLENNA",3,"PYCELLE"
"BOWEN_MARSH","DAREON",2,"PYP"
"ALLISER_THORNE","GRENN",7,"PYP"
"DAREON","GRENN",2,"PYP"
"ALLISER_THORNE","JEOR",9,"PYP"
"DAREON","JEOR",2,"PYP"
"GRENN","JEOR",11,"PYP"
"JAREMY_RYKKER","JEOR",2,"PYP"
"ALLISER_THORNE","JON",20,"PYP"
"DAREON","JON",4,"PYP"
"GRENN","JON",30,"PYP"
"JEOR","JON",99,"PYP"
"DAREON","LUKE",2,"PYP"
"ALLISER_THORNE","MAESTER_AEMON",2,"PYP"
"DAREON","MAESTER_AEMON",2,"PYP"
"JEOR","MAESTER_AEMON",9,"PYP"
"JON","MAESTER_AEMON",28,"PYP"
"JEOR","NED",3,"PYP"
"JON","NED",36,"PYP"
"ALLISER_THORNE","OTHELL_YARWYCK",3,"PYP"
"JAREMY_RYKKER","OTHELL_YARWYCK",2,"PYP"
"JEOR","OTHELL_YARWYCK",6,"PYP"
"JON","OTHELL_YARWYCK",5,"PYP"
"JEOR","OTHOR",6,"PYP"
"JON","OTHOR",5,"PYP"
"ALLISER_THORNE","RAST",4,"PYP"
"DAREON","RAST",2,"PYP"
"GRENN","RAST",23,"PYP"
"JEOR","RAST",19,"PYP"
"JON","RAST",7,"PYP"
"ALLISER_THORNE","SAM",18,"PYP"
"DAREON","SAM",6,"PYP"
"GRENN","SAM",59,"PYP"
"JEOR","SAM",37,"PYP"
"JON","SAM",168,"PYP"
"MAESTER_AEMON","SAM",16,"PYP"
"OTHELL_YARWYCK","SAM",6,"PYP"
"OTHOR","SAM",2,"PYP"
"RAST","SAM",19,"PYP"
"GRENN","TYRION",6,"PYP"
"JEOR","TYRION",17,"PYP"
"JON","TYRION",45,"PYP"
"MAESTER_AEMON","TYRION",7,"PYP"
"NED","TYRION",23,"PYP"
"RAST","TYRION",3,"PYP"
"ALLISER_THORNE","GRENN",7,"RAST"
"DAREON","GRENN",2,"RAST"
"ALLISER_THORNE","JEOR",9,"RAST"
"DAREON","JEOR",2,"RAST"
"GRENN","JEOR",11,"RAST"
"ALLISER_THORNE","JON",20,"RAST"
"DAREON","JON",4,"RAST"
"GRENN","JON",30,"RAST"
"JEOR","JON",99,"RAST"
"ALLISER_THORNE","PYP",10,"RAST"
"DAREON","PYP",8,"RAST"
"GRENN","PYP",36,"RAST"
"JEOR","PYP",10,"RAST"
"JON","PYP",47,"RAST"
"ALLISER_THORNE","SAM",18,"RAST"
"DAREON","SAM",6,"RAST"
"GRENN","SAM",59,"RAST"
"JEOR","SAM",37,"RAST"
"JON","SAM",168,"RAST"
"PYP","SAM",35,"RAST"
"GRENN","TYRION",6,"RAST"
"JEOR","TYRION",17,"RAST"
"JON","TYRION",45,"RAST"
"PYP","TYRION",6,"RAST"
"GRENN","CRASTER",3,"RAST"
"JEOR","CRASTER",46,"RAST"
"JON","CRASTER",19,"RAST"
"SAM","CRASTER",10,"RAST"
"GRENN","EDDISON_TOLLETT",39,"RAST"
"JEOR","EDDISON_TOLLETT",8,"RAST"
"JON","EDDISON_TOLLETT",8,"RAST"
"SAM","EDDISON_TOLLETT",42,"RAST"
"CRASTER","EDDISON_TOLLETT",5,"RAST"
"GRENN","GILLY",2,"RAST"
"JON","GILLY",10,"RAST"
"SAM","GILLY",119,"RAST"
"CRASTER","GILLY",6,"RAST"
"EDDISON_TOLLETT","GILLY",4,"RAST"
"AERYS","BARRISTAN",5,"RENLY"
"AERYS","CATELYN",2,"RENLY"
"BARRISTAN","CERSEI",13,"RENLY"
"CATELYN","CERSEI",22,"RENLY"
"CATELYN","GREATJON_UMBER",11,"RENLY"
"AERYS","JAIME",9,"RENLY"
"BARRISTAN","JAIME",4,"RENLY"
"CATELYN","JAIME",61,"RENLY"
"CERSEI","JAIME",69,"RENLY"
"GREATJON_UMBER","JAIME",3,"RENLY"
"CERSEI","JANOS",11,"RENLY"
"AERYS","JOFFREY",2,"RENLY"
"BARRISTAN","JOFFREY",5,"RENLY"
"CATELYN","JOFFREY",6,"RENLY"
"CERSEI","JOFFREY",158,"RENLY"
"JAIME","JOFFREY",13,"RENLY"
"JANOS","JOFFREY",4,"RENLY"
"BARRISTAN","LANCEL",3,"RENLY"
"CERSEI","LANCEL",27,"RENLY"
"JOFFREY","LANCEL",12,"RENLY"
"BARRISTAN","LITTLEFINGER",4,"RENLY"
"CATELYN","LITTLEFINGER",50,"RENLY"
"CERSEI","LITTLEFINGER",51,"RENLY"
"JAIME","LITTLEFINGER",7,"RENLY"
"JANOS","LITTLEFINGER",6,"RENLY"
"JOFFREY","LITTLEFINGER",19,"RENLY"
"CATELYN","LORAS",9,"RENLY"
"CERSEI","LORAS",20,"RENLY"
"JAIME","LORAS",2,"RENLY"
"JOFFREY","LORAS",16,"RENLY"
"LITTLEFINGER","LORAS",17,"RENLY"
"AERYS","NED",10,"RENLY"
"BARRISTAN","NED",25,"RENLY"
"CATELYN","NED",77,"RENLY"
"CERSEI","NED",92,"RENLY"
"GREATJON_UMBER","NED",2,"RENLY"
"JAIME","NED",60,"RENLY"
"JANOS","NED",13,"RENLY"
"JOFFREY","NED",47,"RENLY"
"LANCEL","NED",4,"RENLY"
"LITTLEFINGER","NED",107,"RENLY"
"LORAS","NED",4,"RENLY"
"AERYS","PYCELLE",2,"RENLY"
"BARRISTAN","PYCELLE",4,"RENLY"
"CERSEI","PYCELLE",33,"RENLY"
"JAIME","PYCELLE",2,"RENLY"
"JANOS","PYCELLE",4,"RENLY"
"JOFFREY","PYCELLE",21,"RENLY"
"LITTLEFINGER","PYCELLE",27,"RENLY"
"LORAS","PYCELLE",5,"RENLY"
"NED","PYCELLE",68,"RENLY"
"CATELYN","ROBB",224,"RENLY"
"CERSEI","ROBB",12,"RENLY"
"GREATJON_UMBER","ROBB",31,"RENLY"
"JAIME","ROBB",44,"RENLY"
"JOFFREY","ROBB",27,"RENLY"
"LITTLEFINGER","ROBB",3,"RENLY"
"LORAS","ROBB",2,"RENLY"
"NED","ROBB",38,"RENLY"
"AERYS","ROBERT",12,"RENLY"
"BARRISTAN","ROBERT",27,"RENLY"
"CATELYN","ROBERT",15,"RENLY"
"CERSEI","ROBERT",86,"RENLY"
"JAIME","ROBERT",23,"RENLY"
"JOFFREY","ROBERT",33,"RENLY"
"LANCEL","ROBERT",15,"RENLY"
"LITTLEFINGER","ROBERT",14,"RENLY"
"LORAS","ROBERT",3,"RENLY"
"NED","ROBERT",199,"RENLY"
"PYCELLE","ROBERT",14,"RENLY"
"ROBB","ROBERT",5,"RENLY"
"AERYS","SANSA",2,"RENLY"
"CATELYN","SANSA",20,"RENLY"
"CERSEI","SANSA",116,"RENLY"
"JAIME","SANSA",2,"RENLY"
"JOFFREY","SANSA",147,"RENLY"
"LANCEL","SANSA",4,"RENLY"
"LITTLEFINGER","SANSA",67,"RENLY"
"LORAS","SANSA",35,"RENLY"
"NED","SANSA",57,"RENLY"
"PYCELLE","SANSA",15,"RENLY"
"ROBB","SANSA",19,"RENLY"
"ROBERT","SANSA",17,"RENLY"
"CATELYN","STANNIS",13,"RENLY"
"CERSEI","STANNIS",9,"RENLY"
"GREATJON_UMBER","STANNIS",2,"RENLY"
"JAIME","STANNIS",6,"RENLY"
"JOFFREY","STANNIS",11,"RENLY"
"LANCEL","STANNIS",3,"RENLY"
"LITTLEFINGER","STANNIS",11,"RENLY"
"LORAS","STANNIS",5,"RENLY"
"NED","STANNIS",14,"RENLY"
"ROBB","STANNIS",11,"RENLY"
"ROBERT","STANNIS",14,"RENLY"
"SANSA","STANNIS",2,"RENLY"
"NED","TOMARD",6,"RENLY"
"STANNIS","TOMARD",2,"RENLY"
"AERYS","TYWIN",2,"RENLY"
"CATELYN","TYWIN",6,"RENLY"
"CERSEI","TYWIN",75,"RENLY"
"GREATJON_UMBER","TYWIN",3,"RENLY"
"JAIME","TYWIN",53,"RENLY"
"JOFFREY","TYWIN",61,"RENLY"
"LITTLEFINGER","TYWIN",36,"RENLY"
"LORAS","TYWIN",12,"RENLY"
"NED","TYWIN",13,"RENLY"
"PYCELLE","TYWIN",12,"RENLY"
"ROBB","TYWIN",22,"RENLY"
"ROBERT","TYWIN",10,"RENLY"
"SANSA","TYWIN",14,"RENLY"
"STANNIS","TYWIN",6,"RENLY"
"BARRISTAN","VARYS",6,"RENLY"
"CATELYN","VARYS",11,"RENLY"
"CERSEI","VARYS",29,"RENLY"
"JANOS","VARYS",8,"RENLY"
"JOFFREY","VARYS",26,"RENLY"
"LITTLEFINGER","VARYS",98,"RENLY"
"NED","VARYS",102,"RENLY"
"PYCELLE","VARYS",27,"RENLY"
"ROBB","VARYS",4,"RENLY"
"ROBERT","VARYS",11,"RENLY"
"SANSA","VARYS",15,"RENLY"
"STANNIS","VARYS",4,"RENLY"
"TYWIN","VARYS",15,"RENLY"
"CATELYN","BRIENNE",60,"RENLY"
"JAIME","BRIENNE",176,"RENLY"
"LITTLEFINGER","BRIENNE",2,"RENLY"
"LORAS","BRIENNE",7,"RENLY"
"ROBB","BRIENNE",5,"RENLY"
"STANNIS","BRIENNE",5,"RENLY"
"CATELYN","DAVOS",2,"RENLY"
"CERSEI","DAVOS",2,"RENLY"
"JOFFREY","DAVOS",2,"RENLY"
"LORAS","DAVOS",2,"RENLY"
"ROBB","DAVOS",4,"RENLY"
"ROBERT","DAVOS",2,"RENLY"
"STANNIS","DAVOS",188,"RENLY"
"BRIENNE","DAVOS",2,"RENLY"
