"Alter1_ID","Alter2_ID","Weight","Ego_ID"
"JOFFREY","SHAE",5,"ILYN_PAYNE"
"LANCEL","SHAE",2,"ILYN_PAYNE"
"SANSA","SHAE",105,"ILYN_PAYNE"
"CERSEI","TOMMEN",25,"ILYN_PAYNE"
"HOUND","TOMMEN",2,"ILYN_PAYNE"
"JOFFREY","TOMMEN",8,"ILYN_PAYNE"
"LANCEL","TOMMEN",2,"ILYN_PAYNE"
"MERYN_TRANT","TOMMEN",2,"ILYN_PAYNE"
"SANSA","TOMMEN",9,"ILYN_PAYNE"
"SHAE","TOMMEN",3,"ILYN_PAYNE"
"ARYA","VARYS",7,"ILYN_PAYNE"
"CERSEI","VARYS",29,"ILYN_PAYNE"
"JOFFREY","VARYS",26,"ILYN_PAYNE"
"NED","VARYS",102,"ILYN_PAYNE"
"SANSA","VARYS",15,"ILYN_PAYNE"
"SHAE","VARYS",33,"ILYN_PAYNE"
"ARYA","YOREN",38,"ILYN_PAYNE"
"BAELOR","YOREN",4,"ILYN_PAYNE"
"CERSEI","YOREN",2,"ILYN_PAYNE"
"HOUND","YOREN",2,"ILYN_PAYNE"
"JOFFREY","YOREN",3,"ILYN_PAYNE"
"NED","YOREN",15,"ILYN_PAYNE"
"SANSA","YOREN",4,"ILYN_PAYNE"
"VARYS","YOREN",3,"ILYN_PAYNE"
"AERYS","BARRISTAN",5,"JAIME"
"ARYA","BRAN",5,"JAIME"
"AERYS","CATELYN",2,"JAIME"
"ARYA","CATELYN",14,"JAIME"
"BRAN","CATELYN",44,"JAIME"
"ARYA","CERSEI",20,"JAIME"
"BARRISTAN","CERSEI",13,"JAIME"
"BRAN","CERSEI",4,"JAIME"
"CATELYN","CERSEI",22,"JAIME"
"CATELYN","GREATJON_UMBER",11,"JAIME"
"ARYA","HOUND",89,"JAIME"
"BRAN","HOUND",2,"JAIME"
"CATELYN","HOUND",4,"JAIME"
"CERSEI","HOUND",12,"JAIME"
"AERYS","JOFFREY",2,"JAIME"
"ARYA","JOFFREY",33,"JAIME"
"BARRISTAN","JOFFREY",5,"JAIME"
"BRAN","JOFFREY",3,"JAIME"
"CATELYN","JOFFREY",6,"JAIME"
"CERSEI","JOFFREY",158,"JAIME"
"HOUND","JOFFREY",67,"JAIME"
"ARYA","JON",20,"JAIME"
"BRAN","JON",27,"JAIME"
"CATELYN","JON",16,"JAIME"
"CERSEI","JON",3,"JAIME"
"JOFFREY","JON",2,"JAIME"
"CATELYN","JON_ARRYN",4,"JAIME"
"CERSEI","JON_ARRYN",3,"JAIME"
"ARYA","JORY_CASSEL",7,"JAIME"
"ARYA","KEVAN",2,"JAIME"
"ARYA","LITTLEFINGER",13,"JAIME"
"BARRISTAN","LITTLEFINGER",4,"JAIME"
"CATELYN","LITTLEFINGER",50,"JAIME"
"CERSEI","LITTLEFINGER",51,"JAIME"
"HOUND","LITTLEFINGER",5,"JAIME"
"JOFFREY","LITTLEFINGER",19,"JAIME"
"JON_ARRYN","LITTLEFINGER",5,"JAIME"
"JORY_CASSEL","LITTLEFINGER",7,"JAIME"
"CATELYN","LORAS",9,"JAIME"
"CERSEI","LORAS",20,"JAIME"
"HOUND","LORAS",4,"JAIME"
"JOFFREY","LORAS",16,"JAIME"
"LITTLEFINGER","LORAS",17,"JAIME"
"AERYS","NED",10,"JAIME"
"ARYA","NED",94,"JAIME"
"BARRISTAN","NED",25,"JAIME"
"BRAN","NED",34,"JAIME"
"CATELYN","NED",77,"JAIME"
"CERSEI","NED",92,"JAIME"
"GREATJON_UMBER","NED",2,"JAIME"
"HOUND","NED",14,"JAIME"
"JOFFREY","NED",47,"JAIME"
"JON","NED",36,"JAIME"
"JON_ARRYN","NED",15,"JAIME"
"JORY_CASSEL","NED",44,"JAIME"
"LITTLEFINGER","NED",107,"JAIME"
"LORAS","NED",4,"JAIME"
"AERYS","PYCELLE",2,"JAIME"
"ARYA","PYCELLE",3,"JAIME"
"BARRISTAN","PYCELLE",4,"JAIME"
"CERSEI","PYCELLE",33,"JAIME"
"JOFFREY","PYCELLE",21,"JAIME"
"JON_ARRYN","PYCELLE",5,"JAIME"
"LITTLEFINGER","PYCELLE",27,"JAIME"
"LORAS","PYCELLE",5,"JAIME"
"NED","PYCELLE",68,"JAIME"
"AERYS","RENLY",2,"JAIME"
"BARRISTAN","RENLY",3,"JAIME"
"CATELYN","RENLY",30,"JAIME"
"CERSEI","RENLY",3,"JAIME"
"GREATJON_UMBER","RENLY",2,"JAIME"
"JOFFREY","RENLY",8,"JAIME"
"LITTLEFINGER","RENLY",37,"JAIME"
"LORAS","RENLY",73,"JAIME"
"NED","RENLY",30,"JAIME"
"PYCELLE","RENLY",8,"JAIME"
"CATELYN","RICKARD_KARSTARK",22,"JAIME"
"GREATJON_UMBER","RICKARD_KARSTARK",2,"JAIME"
"NED","RICKARD_KARSTARK",2,"JAIME"
"AERYS","RICKARD_STARK",4,"JAIME"
"NED","RICKARD_STARK",4,"JAIME"
"ARYA","ROBB",15,"JAIME"
"BRAN","ROBB",59,"JAIME"
"CATELYN","ROBB",224,"JAIME"
"CERSEI","ROBB",12,"JAIME"
"GREATJON_UMBER","ROBB",31,"JAIME"
"HOUND","ROBB",4,"JAIME"
"JOFFREY","ROBB",27,"JAIME"
"JON","ROBB",25,"JAIME"
"LITTLEFINGER","ROBB",3,"JAIME"
"LORAS","ROBB",2,"JAIME"
"NED","ROBB",38,"JAIME"
"RENLY","ROBB",11,"JAIME"
"RICKARD_KARSTARK","ROBB",52,"JAIME"
"AERYS","ROBERT",12,"JAIME"
"ARYA","ROBERT",10,"JAIME"
"BARRISTAN","ROBERT",27,"JAIME"
"BRAN","ROBERT",7,"JAIME"
"CATELYN","ROBERT",15,"JAIME"
"CERSEI","ROBERT",86,"JAIME"
"HOUND","ROBERT",6,"JAIME"
"JOFFREY","ROBERT",33,"JAIME"
"JON","ROBERT",3,"JAIME"
"JON_ARRYN","ROBERT",9,"JAIME"
"JORY_CASSEL","ROBERT",4,"JAIME"
"LITTLEFINGER","ROBERT",14,"JAIME"
"LORAS","ROBERT",3,"JAIME"
"NED","ROBERT",199,"JAIME"
"PYCELLE","ROBERT",14,"JAIME"
"RENLY","ROBERT",35,"JAIME"
"ROBB","ROBERT",5,"JAIME"
"ARYA","ROOSE_BOLTON",2,"JAIME"
"CATELYN","ROOSE_BOLTON",17,"JAIME"
"HOUND","ROOSE_BOLTON",2,"JAIME"
"NED","ROOSE_BOLTON",2,"JAIME"
"RICKARD_KARSTARK","ROOSE_BOLTON",6,"JAIME"
"ROBB","ROOSE_BOLTON",51,"JAIME"
"AERYS","SANSA",2,"JAIME"
"ARYA","SANSA",61,"JAIME"
"BRAN","SANSA",2,"JAIME"
"CATELYN","SANSA",20,"JAIME"
"CERSEI","SANSA",116,"JAIME"
"HOUND","SANSA",59,"JAIME"
"JOFFREY","SANSA",147,"JAIME"
"LITTLEFINGER","SANSA",67,"JAIME"
"LORAS","SANSA",35,"JAIME"
"NED","SANSA",57,"JAIME"
"PYCELLE","SANSA",15,"JAIME"
"RENLY","SANSA",7,"JAIME"
"ROBB","SANSA",19,"JAIME"
"ROBERT","SANSA",17,"JAIME"
"CATELYN","STANNIS",13,"JAIME"
"CERSEI","STANNIS",9,"JAIME"
"GREATJON_UMBER","STANNIS",2,"JAIME"
"HOUND","STANNIS",2,"JAIME"
"JOFFREY","STANNIS",11,"JAIME"
"KEVAN","STANNIS",2,"JAIME"
"LITTLEFINGER","STANNIS",11,"JAIME"
"LORAS","STANNIS",5,"JAIME"
"NED","STANNIS",14,"JAIME"
"RENLY","STANNIS",54,"JAIME"
"ROBB","STANNIS",11,"JAIME"
"ROBERT","STANNIS",14,"JAIME"
"SANSA","STANNIS",2,"JAIME"
"BRAN","THEON",75,"JAIME"
"CATELYN","THEON",16,"JAIME"
"GREATJON_UMBER","THEON",11,"JAIME"
"JON","THEON",7,"JAIME"
"JORY_CASSEL","THEON",2,"JAIME"
"NED","THEON",18,"JAIME"
"RICKARD_KARSTARK","THEON",4,"JAIME"
"ROBB","THEON",87,"JAIME"
"ROBERT","THEON",2,"JAIME"
"ROOSE_BOLTON","THEON",3,"JAIME"
"ARYA","TYRION",4,"JAIME"
"BRAN","TYRION",15,"JAIME"
"CATELYN","TYRION",49,"JAIME"
"CERSEI","TYRION",290,"JAIME"
"HOUND","TYRION",39,"JAIME"
"JOFFREY","TYRION",121,"JAIME"
"JON","TYRION",45,"JAIME"
"KEVAN","TYRION",14,"JAIME"
"LITTLEFINGER","TYRION",67,"JAIME"
"LORAS","TYRION",48,"JAIME"
"NED","TYRION",23,"JAIME"
"PYCELLE","TYRION",58,"JAIME"
"ROBB","TYRION",19,"JAIME"
"ROBERT","TYRION",10,"JAIME"
"SANSA","TYRION",110,"JAIME"
"STANNIS","TYRION",20,"JAIME"
"THEON","TYRION",21,"JAIME"
"TYRION","TYSHA",2,"JAIME"
"AERYS","TYWIN",2,"JAIME"
"ARYA","TYWIN",103,"JAIME"
"CATELYN","TYWIN",6,"JAIME"
"CERSEI","TYWIN",75,"JAIME"
"GREATJON_UMBER","TYWIN",3,"JAIME"
"JOFFREY","TYWIN",61,"JAIME"
"KEVAN","TYWIN",21,"JAIME"
"LITTLEFINGER","TYWIN",36,"JAIME"
"LORAS","TYWIN",12,"JAIME"
"NED","TYWIN",13,"JAIME"
"PYCELLE","TYWIN",12,"JAIME"
"RENLY","TYWIN",2,"JAIME"
"ROBB","TYWIN",22,"JAIME"
"ROBERT","TYWIN",10,"JAIME"
"ROOSE_BOLTON","TYWIN",9,"JAIME"
"SANSA","TYWIN",14,"JAIME"
"STANNIS","TYWIN",6,"JAIME"
"TYRION","TYWIN",187,"JAIME"
"CATELYN","BRIENNE",60,"JAIME"
"LITTLEFINGER","BRIENNE",2,"JAIME"
"LORAS","BRIENNE",7,"JAIME"
"RENLY","BRIENNE",31,"JAIME"
"RICKARD_KARSTARK","BRIENNE",2,"JAIME"
"ROBB","BRIENNE",5,"JAIME"
"ROOSE_BOLTON","BRIENNE",9,"JAIME"
"STANNIS","BRIENNE",5,"JAIME"
"CATELYN","JACKS",8,"JAIME"
"BRIENNE","JACKS",7,"JAIME"
"CERSEI","MATTHOS",2,"JAIME"
"JOFFREY","MATTHOS",2,"JAIME"
"ROBERT","MATTHOS",2,"JAIME"
"STANNIS","MATTHOS",21,"JAIME"
"RICKARD_KARSTARK","TORRHEN",4,"JAIME"
"THEON","TORRHEN",2,"JAIME"
"ROBB","QYBURN",3,"JAIME"
"ROOSE_BOLTON","QYBURN",4,"JAIME"
"TYWIN","QYBURN",2,"JAIME"
"BRIENNE","SELWYN",3,"JAIME"
"QYBURN","SELWYN",2,"JAIME"
"ROOSE_BOLTON","STEELSHANKS_WALTON",3,"JAIME"
"TYWIN","STEELSHANKS_WALTON",2,"JAIME"
"BRONN","CERSEI",5,"JANOS"
"BRONN","JOFFREY",13,"JANOS"
"CERSEI","JOFFREY",158,"JANOS"
"CERSEI","LITTLEFINGER",51,"JANOS"
"JOFFREY","LITTLEFINGER",19,"JANOS"
"CERSEI","NED",92,"JANOS"
"JOFFREY","NED",47,"JANOS"
"LITTLEFINGER","NED",107,"JANOS"
"BRONN","PYCELLE",8,"JANOS"
"CERSEI","PYCELLE",33,"JANOS"
"JOFFREY","PYCELLE",21,"JANOS"
"LITTLEFINGER","PYCELLE",27,"JANOS"
"NED","PYCELLE",68,"JANOS"
"CERSEI","RENLY",3,"JANOS"
"JOFFREY","RENLY",8,"JANOS"
"LITTLEFINGER","RENLY",37,"JANOS"
"NED","RENLY",30,"JANOS"
"PYCELLE","RENLY",8,"JANOS"
"BRONN","TYRION",244,"JANOS"
"CERSEI","TYRION",290,"JANOS"
"JOFFREY","TYRION",121,"JANOS"
"LITTLEFINGER","TYRION",67,"JANOS"
"NED","TYRION",23,"JANOS"
"PYCELLE","TYRION",58,"JANOS"
"BRONN","VARYS",11,"JANOS"
"CERSEI","VARYS",29,"JANOS"
"JOFFREY","VARYS",26,"JANOS"
"LITTLEFINGER","VARYS",98,"JANOS"
"NED","VARYS",102,"JANOS"
"PYCELLE","VARYS",27,"JANOS"
"RENLY","VARYS",9,"JANOS"
"TYRION","VARYS",129,"JANOS"
"BRONN","PODRICK",23,"JANOS"
"CERSEI","PODRICK",6,"JANOS"
"JOFFREY","PODRICK",5,"JANOS"
"LITTLEFINGER","PODRICK",2,"JANOS"
"PYCELLE","PODRICK",3,"JANOS"
"TYRION","PODRICK",73,"JANOS"
"VARYS","PODRICK",10,"JANOS"
"BENJEN","CERSEI",2,"JEOR"
"ALLISER_THORNE","GRENN",7,"JEOR"
"DAREON","GRENN",2,"JEOR"
"CERSEI","JOFFREY",158,"JEOR"
"ALLISER_THORNE","JON",20,"JEOR"
"BENJEN","JON",33,"JEOR"
"CERSEI","JON",3,"JEOR"
"DAREON","JON",4,"JEOR"
"GRENN","JON",30,"JEOR"
"JOFFREY","JON",2,"JEOR"
"ALLISER_THORNE","MAESTER_AEMON",2,"JEOR"
"DAREON","MAESTER_AEMON",2,"JEOR"
"JON","MAESTER_AEMON",28,"JEOR"
"BENJEN","NED",14,"JEOR"
"CERSEI","NED",92,"JEOR"
"JOFFREY","NED",47,"JEOR"
"JON","NED",36,"JEOR"
"ALLISER_THORNE","OTHELL_YARWYCK",3,"JEOR"
"JAREMY_RYKKER","OTHELL_YARWYCK",2,"JEOR"
"JON","OTHELL_YARWYCK",5,"JEOR"
"JON","OTHOR",5,"JEOR"
"ALLISER_THORNE","PYP",10,"JEOR"
"DAREON","PYP",8,"JEOR"
"GRENN","PYP",36,"JEOR"
"JAREMY_RYKKER","PYP",2,"JEOR"
"JON","PYP",47,"JEOR"
"MAESTER_AEMON","PYP",6,"JEOR"
"NED","PYP",3,"JEOR"
"OTHELL_YARWYCK","PYP",2,"JEOR"
"OTHOR","PYP",2,"JEOR"
"ALLISER_THORNE","RAST",4,"JEOR"
"DAREON","RAST",2,"JEOR"
"GRENN","RAST",23,"JEOR"
"JON","RAST",7,"JEOR"
"PYP","RAST",10,"JEOR"
"BENJEN","ROBERT",2,"JEOR"
"CERSEI","ROBERT",86,"JEOR"
"JOFFREY","ROBERT",33,"JEOR"
"JON","ROBERT",3,"JEOR"
"NED","ROBERT",199,"JEOR"
"ALLISER_THORNE","SAM",18,"JEOR"
"DAREON","SAM",6,"JEOR"
"GRENN","SAM",59,"JEOR"
"JON","SAM",168,"JEOR"
"MAESTER_AEMON","SAM",16,"JEOR"
"OTHELL_YARWYCK","SAM",6,"JEOR"
"OTHOR","SAM",2,"JEOR"
"PYP","SAM",35,"JEOR"
"RAST","SAM",19,"JEOR"
"BENJEN","TYRION",17,"JEOR"
"CERSEI","TYRION",290,"JEOR"
"GRENN","TYRION",6,"JEOR"
"JOFFREY","TYRION",121,"JEOR"
"JON","TYRION",45,"JEOR"
"MAESTER_AEMON","TYRION",7,"JEOR"
"NED","TYRION",23,"JEOR"
"PYP","TYRION",6,"JEOR"
"RAST","TYRION",3,"JEOR"
"ROBERT","TYRION",10,"JEOR"
"BENJEN","CRASTER",2,"JEOR"
"GRENN","CRASTER",3,"JEOR"
"JON","CRASTER",19,"JEOR"
"RAST","CRASTER",8,"JEOR"
"SAM","CRASTER",10,"JEOR"
"GRENN","EDDISON_TOLLETT",39,"JEOR"
"JON","EDDISON_TOLLETT",8,"JEOR"
"RAST","EDDISON_TOLLETT",11,"JEOR"
"SAM","EDDISON_TOLLETT",42,"JEOR"
"CRASTER","EDDISON_TOLLETT",5,"JEOR"
"JON","QHORIN",71,"JEOR"
"SAM","QHORIN",5,"JEOR"
"ARYA","BAELOR",5,"JOFFREY"
"AERYS","BARRISTAN",5,"JOFFREY"
"ARYA","BRAN",5,"JOFFREY"
"AERYS","CATELYN",2,"JOFFREY"
"ARYA","CATELYN",14,"JOFFREY"
"BRAN","CATELYN",44,"JOFFREY"
"BRONN","CATELYN",7,"JOFFREY"
"ARYA","CERSEI",20,"JOFFREY"
"BAELOR","CERSEI",2,"JOFFREY"
"BARRISTAN","CERSEI",13,"JOFFREY"
"BRAN","CERSEI",4,"JOFFREY"
"BRONN","CERSEI",5,"JOFFREY"
"CATELYN","CERSEI",22,"JOFFREY"
"ARYA","HOUND",89,"JOFFREY"
"BAELOR","HOUND",2,"JOFFREY"
"BRAN","HOUND",2,"JOFFREY"
"BRONN","HOUND",13,"JOFFREY"
"CATELYN","HOUND",4,"JOFFREY"
"CERSEI","HOUND",12,"JOFFREY"
"ARYA","ILYN_PAYNE",6,"JOFFREY"
"BAELOR","ILYN_PAYNE",3,"JOFFREY"
"CERSEI","ILYN_PAYNE",8,"JOFFREY"
"HOUND","ILYN_PAYNE",5,"JOFFREY"
"AERYS","JAIME",9,"JOFFREY"
"ARYA","JAIME",3,"JOFFREY"
"BARRISTAN","JAIME",4,"JOFFREY"
"BRAN","JAIME",9,"JOFFREY"
"CATELYN","JAIME",61,"JOFFREY"
"CERSEI","JAIME",69,"JOFFREY"
"HOUND","JAIME",2,"JOFFREY"
"BRONN","JANOS",3,"JOFFREY"
"CERSEI","JANOS",11,"JOFFREY"
"CERSEI","JEOR",2,"JOFFREY"
"ARYA","JON",20,"JOFFREY"
"BRAN","JON",27,"JOFFREY"
"CATELYN","JON",16,"JOFFREY"
"CERSEI","JON",3,"JOFFREY"
"JAIME","JON",12,"JOFFREY"
"JEOR","JON",99,"JOFFREY"
"BARRISTAN","LANCEL",3,"JOFFREY"
"BRONN","LANCEL",6,"JOFFREY"
"CERSEI","LANCEL",27,"JOFFREY"
"HOUND","LANCEL",9,"JOFFREY"
"ILYN_PAYNE","LANCEL",2,"JOFFREY"
"ARYA","LITTLEFINGER",13,"JOFFREY"
"BARRISTAN","LITTLEFINGER",4,"JOFFREY"
"CATELYN","LITTLEFINGER",50,"JOFFREY"
"CERSEI","LITTLEFINGER",51,"JOFFREY"
"HOUND","LITTLEFINGER",5,"JOFFREY"
"JAIME","LITTLEFINGER",7,"JOFFREY"
"JANOS","LITTLEFINGER",6,"JOFFREY"
"BRONN","LORAS",2,"JOFFREY"
"CATELYN","LORAS",9,"JOFFREY"
"CERSEI","LORAS",20,"JOFFREY"
"HOUND","LORAS",4,"JOFFREY"
"JAIME","LORAS",2,"JOFFREY"
"LITTLEFINGER","LORAS",17,"JOFFREY"
"BRONN","MARILLION",2,"JOFFREY"
"CATELYN","MARILLION",4,"JOFFREY"
"ARYA","MERYN_TRANT",7,"JOFFREY"
"BRONN","MERYN_TRANT",13,"JOFFREY"
"CERSEI","MERYN_TRANT",15,"JOFFREY"
"HOUND","MERYN_TRANT",15,"JOFFREY"
"ILYN_PAYNE","MERYN_TRANT",4,"JOFFREY"
"MARILLION","MERYN_TRANT",2,"JOFFREY"
"ARYA","MYCAH",7,"JOFFREY"
"CERSEI","MYRCELLA",12,"JOFFREY"
"LITTLEFINGER","MYRCELLA",2,"JOFFREY"
"AERYS","NED",10,"JOFFREY"
"ARYA","NED",94,"JOFFREY"
"BAELOR","NED",8,"JOFFREY"
"BARRISTAN","NED",25,"JOFFREY"
"BRAN","NED",34,"JOFFREY"
"CATELYN","NED",77,"JOFFREY"
"CERSEI","NED",92,"JOFFREY"
"HOUND","NED",14,"JOFFREY"
"ILYN_PAYNE","NED",6,"JOFFREY"
"JAIME","NED",60,"JOFFREY"
"JANOS","NED",13,"JOFFREY"
"JEOR","NED",3,"JOFFREY"
"JON","NED",36,"JOFFREY"
"LANCEL","NED",4,"JOFFREY"
"LITTLEFINGER","NED",107,"JOFFREY"
"LORAS","NED",4,"JOFFREY"
"MERYN_TRANT","NED",3,"JOFFREY"
"MYCAH","NED",3,"JOFFREY"
"AERYS","PYCELLE",2,"JOFFREY"
"ARYA","PYCELLE",3,"JOFFREY"
"BAELOR","PYCELLE",2,"JOFFREY"
"BARRISTAN","PYCELLE",4,"JOFFREY"
"BRONN","PYCELLE",8,"JOFFREY"
"CERSEI","PYCELLE",33,"JOFFREY"
"JAIME","PYCELLE",2,"JOFFREY"
"JANOS","PYCELLE",4,"JOFFREY"
"LITTLEFINGER","PYCELLE",27,"JOFFREY"
"LORAS","PYCELLE",5,"JOFFREY"
"NED","PYCELLE",68,"JOFFREY"
"AERYS","RENLY",2,"JOFFREY"
"BARRISTAN","RENLY",3,"JOFFREY"
"CATELYN","RENLY",30,"JOFFREY"
"CERSEI","RENLY",3,"JOFFREY"
"JAIME","RENLY",6,"JOFFREY"
"JANOS","RENLY",3,"JOFFREY"
"LANCEL","RENLY",2,"JOFFREY"
"LITTLEFINGER","RENLY",37,"JOFFREY"
"LORAS","RENLY",73,"JOFFREY"
"NED","RENLY",30,"JOFFREY"
"PYCELLE","RENLY",8,"JOFFREY"
"ARYA","ROBB",15,"JOFFREY"
"BRAN","ROBB",59,"JOFFREY"
"CATELYN","ROBB",224,"JOFFREY"
"CERSEI","ROBB",12,"JOFFREY"
"HOUND","ROBB",4,"JOFFREY"
"JAIME","ROBB",44,"JOFFREY"
"JON","ROBB",25,"JOFFREY"
"LITTLEFINGER","ROBB",3,"JOFFREY"
"LORAS","ROBB",2,"JOFFREY"
"NED","ROBB",38,"JOFFREY"
"RENLY","ROBB",11,"JOFFREY"
"AERYS","ROBERT",12,"JOFFREY"
"ARYA","ROBERT",10,"JOFFREY"
"BARRISTAN","ROBERT",27,"JOFFREY"
"BRAN","ROBERT",7,"JOFFREY"
"CATELYN","ROBERT",15,"JOFFREY"
"CERSEI","ROBERT",86,"JOFFREY"
"HOUND","ROBERT",6,"JOFFREY"
"JAIME","ROBERT",23,"JOFFREY"
"JEOR","ROBERT",3,"JOFFREY"
"JON","ROBERT",3,"JOFFREY"
"LANCEL","ROBERT",15,"JOFFREY"
"LITTLEFINGER","ROBERT",14,"JOFFREY"
"LORAS","ROBERT",3,"JOFFREY"
"MYRCELLA","ROBERT",2,"JOFFREY"
"NED","ROBERT",199,"JOFFREY"
"PYCELLE","ROBERT",14,"JOFFREY"
"RENLY","ROBERT",35,"JOFFREY"
"ROBB","ROBERT",5,"JOFFREY"
"AERYS","SANSA",2,"JOFFREY"
"ARYA","SANSA",61,"JOFFREY"
"BAELOR","SANSA",2,"JOFFREY"
"BRAN","SANSA",2,"JOFFREY"
"BRONN","SANSA",7,"JOFFREY"
"CATELYN","SANSA",20,"JOFFREY"
"CERSEI","SANSA",116,"JOFFREY"
"HOUND","SANSA",59,"JOFFREY"
"ILYN_PAYNE","SANSA",8,"JOFFREY"
"JAIME","SANSA",2,"JOFFREY"
"LANCEL","SANSA",4,"JOFFREY"
"LITTLEFINGER","SANSA",67,"JOFFREY"
"LORAS","SANSA",35,"JOFFREY"
"MERYN_TRANT","SANSA",20,"JOFFREY"
"MYCAH","SANSA",4,"JOFFREY"
"MYRCELLA","SANSA",5,"JOFFREY"
"NED","SANSA",57,"JOFFREY"
"PYCELLE","SANSA",15,"JOFFREY"
"RENLY","SANSA",7,"JOFFREY"
"ROBB","SANSA",19,"JOFFREY"
"ROBERT","SANSA",17,"JOFFREY"
"AERYS","SEPTA_MORDANE",2,"JOFFREY"
"ARYA","SEPTA_MORDANE",11,"JOFFREY"
"LITTLEFINGER","SEPTA_MORDANE",4,"JOFFREY"
"NED","SEPTA_MORDANE",9,"JOFFREY"
"SANSA","SEPTA_MORDANE",64,"JOFFREY"
"BRONN","SHAE",15,"JOFFREY"
"CERSEI","SHAE",21,"JOFFREY"
"HOUND","SHAE",3,"JOFFREY"
"ILYN_PAYNE","SHAE",4,"JOFFREY"
"LANCEL","SHAE",2,"JOFFREY"
"LITTLEFINGER","SHAE",3,"JOFFREY"
"LORAS","SHAE",2,"JOFFREY"
"SANSA","SHAE",105,"JOFFREY"
"CATELYN","STANNIS",13,"JOFFREY"
"CERSEI","STANNIS",9,"JOFFREY"
"HOUND","STANNIS",2,"JOFFREY"
"JAIME","STANNIS",6,"JOFFREY"
"LANCEL","STANNIS",3,"JOFFREY"
"LITTLEFINGER","STANNIS",11,"JOFFREY"
"LORAS","STANNIS",5,"JOFFREY"
"NED","STANNIS",14,"JOFFREY"
"RENLY","STANNIS",54,"JOFFREY"
"ROBB","STANNIS",11,"JOFFREY"
"ROBERT","STANNIS",14,"JOFFREY"
"SANSA","STANNIS",2,"JOFFREY"
"CERSEI","TOMMEN",25,"JOFFREY"
"HOUND","TOMMEN",2,"JOFFREY"
"ILYN_PAYNE","TOMMEN",2,"JOFFREY"
"LANCEL","TOMMEN",2,"JOFFREY"
"LORAS","TOMMEN",2,"JOFFREY"
"MERYN_TRANT","TOMMEN",2,"JOFFREY"
"MYRCELLA","TOMMEN",5,"JOFFREY"
"ROBERT","TOMMEN",4,"JOFFREY"
"SANSA","TOMMEN",9,"JOFFREY"
"SHAE","TOMMEN",3,"JOFFREY"
"ARYA","TYRION",4,"JOFFREY"
"BRAN","TYRION",15,"JOFFREY"
"BRONN","TYRION",244,"JOFFREY"
"CATELYN","TYRION",49,"JOFFREY"
"CERSEI","TYRION",290,"JOFFREY"
"HOUND","TYRION",39,"JOFFREY"
"JAIME","TYRION",50,"JOFFREY"
"JANOS","TYRION",39,"JOFFREY"
"JEOR","TYRION",17,"JOFFREY"
"JON","TYRION",45,"JOFFREY"
"LANCEL","TYRION",37,"JOFFREY"
"LITTLEFINGER","TYRION",67,"JOFFREY"
"LORAS","TYRION",48,"JOFFREY"
"MARILLION","TYRION",5,"JOFFREY"
"MERYN_TRANT","TYRION",23,"JOFFREY"
"MYRCELLA","TYRION",16,"JOFFREY"
"NED","TYRION",23,"JOFFREY"
"PYCELLE","TYRION",58,"JOFFREY"
"ROBB","TYRION",19,"JOFFREY"
"ROBERT","TYRION",10,"JOFFREY"
"SANSA","TYRION",110,"JOFFREY"
"SHAE","TYRION",243,"JOFFREY"
"STANNIS","TYRION",20,"JOFFREY"
"TOMMEN","TYRION",3,"JOFFREY"
"AERYS","TYWIN",2,"JOFFREY"
"ARYA","TYWIN",103,"JOFFREY"
"BRONN","TYWIN",10,"JOFFREY"
"CATELYN","TYWIN",6,"JOFFREY"
"CERSEI","TYWIN",75,"JOFFREY"
"JAIME","TYWIN",53,"JOFFREY"
"LITTLEFINGER","TYWIN",36,"JOFFREY"
"LORAS","TYWIN",12,"JOFFREY"
"NED","TYWIN",13,"JOFFREY"
"PYCELLE","TYWIN",12,"JOFFREY"
"RENLY","TYWIN",2,"JOFFREY"
"ROBB","TYWIN",22,"JOFFREY"
"ROBERT","TYWIN",10,"JOFFREY"
"SANSA","TYWIN",14,"JOFFREY"
"SHAE","TYWIN",8,"JOFFREY"
"STANNIS","TYWIN",6,"JOFFREY"
"TYRION","TYWIN",187,"JOFFREY"
"ARYA","VARYS",7,"JOFFREY"
"BARRISTAN","VARYS",6,"JOFFREY"
"BRONN","VARYS",11,"JOFFREY"
"CATELYN","VARYS",11,"JOFFREY"
"CERSEI","VARYS",29,"JOFFREY"
"ILYN_PAYNE","VARYS",2,"JOFFREY"
"JANOS","VARYS",8,"JOFFREY"
"LITTLEFINGER","VARYS",98,"JOFFREY"
"NED","VARYS",102,"JOFFREY"
"PYCELLE","VARYS",27,"JOFFREY"
"RENLY","VARYS",9,"JOFFREY"
"ROBB","VARYS",4,"JOFFREY"
"ROBERT","VARYS",11,"JOFFREY"
"SANSA","VARYS",15,"JOFFREY"
"SHAE","VARYS",33,"JOFFREY"
"STANNIS","VARYS",4,"JOFFREY"
"TYRION","VARYS",129,"JOFFREY"
"TYWIN","VARYS",15,"JOFFREY"
"BRAN","WILL",3,"JOFFREY"
"JON","WILL",3,"JOFFREY"
"NED","WILL",3,"JOFFREY"
"ARYA","YOREN",38,"JOFFREY"
"BAELOR","YOREN",4,"JOFFREY"
"CATELYN","YOREN",3,"JOFFREY"
"CERSEI","YOREN",2,"JOFFREY"
"HOUND","YOREN",2,"JOFFREY"
